City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
79,Hengyang,CN,2021-10-15 02:23:12,26.8881,112.615,61.88,89,100,7.16
80,Chuy,UY,2021-10-15 02:23:13,-33.6971,-53.4616,60.87,94,100,4.56
81,Hinganghat,IN,2021-10-15 02:23:13,20.5667,78.8333,76.41,66,99,5.48
82,Guerrero Negro,MX,2021-10-15 02:23:14,27.9769,-114.0611,68.67,64,0,12.06
83,Puerto Ayora,EC,2021-10-15 02:23:14,-0.7393,-90.3518,69.01,81,60,9.57
84,Albany,US,2021-10-15 02:19:25,42.6001,-73.9662,63.01,91,84,4.18
85,Kletskaya,RU,2021-10-15 02:23:15,49.3145,43.0584,44.83,86,98,6.49
86,Scottsbluff,US,2021-10-15 02:23:15,41.8666,-103.6672,43.23,61,40,3.0
87,Ahipara,NZ,2021-10-15 02:23:15,-35.1667,173.1667,60.62,51,1,6.98
88,Ponta Do Sol,PT,2021-10-15 02:23:16,32.6667,-17.1,68.72,74,5,1.81
89,Selenduma,RU,2021-10-15 02:23:16,50.9131,106.2406,26.69,43,21,12.95
90,Hilo,US,2021-10-15 02:21:15,19.7297,-155.09,79.29,91,40,4.61
91,Byron Bay,AU,2021-10-15 02:23:17,-28.65,153.6167,84.31,40,13,10.02
92,Qaqortoq,GL,2021-10-15 02:23:17,60.7167,-46.0333,30.7,50,7,2.98
93,Cap Malheureux,MU,2021-10-15 02:23:18,-19.9842,57.6142,72.09,81,1,3.0
94,Barrow,US,2021-10-15 02:23:18,71.2906,-156.7887,26.62,80,90,20.71
95,Loukhi,RU,2021-10-15 02:23:18,66.0764,33.0381,37.94,87,97,13.89
96,Talnakh,RU,2021-10-15 02:23:19,69.4865,88.3972,25.36,95,100,18.39
97,Bredasdorp,ZA,2021-10-15 02:23:19,-34.5322,20.0403,49.28,90,100,5.06
98,Hvide Sande,DK,2021-10-15 02:23:19,56.0045,8.1294,51.1,74,100,23.98
99,New Norfolk,AU,2021-10-15 02:23:20,-42.7826,147.0587,61.75,90,100,3.11
100,Khasan,RU,2021-10-15 02:23:20,42.4308,130.6434,56.55,52,78,7.25
101,Cabo San Lucas,MX,2021-10-15 02:20:01,22.8909,-109.9124,82.51,74,40,6.91
102,Aberdeen,GB,2021-10-15 02:23:21,57.1437,-2.0981,46.81,86,88,11.5
103,Kidal,ML,2021-10-15 02:23:21,18.4411,1.4078,84.02,9,60,7.58
104,Jamestown,US,2021-10-15 02:23:22,42.097,-79.2353,71.19,91,40,5.01
105,Anaco,VE,2021-10-15 02:23:22,9.4389,-64.4728,78.21,75,60,7.7
106,Constantine,DZ,2021-10-15 02:23:23,36.365,6.6147,49.41,87,40,8.05
107,Severo-Kurilsk,RU,2021-10-15 02:23:23,50.6789,156.125,46.89,98,100,7.36
108,Westport,US,2021-10-15 02:23:24,41.1415,-73.3579,68.95,88,1,1.99
109,Husavik,IS,2021-10-15 02:23:24,66.0449,-17.3389,44.51,77,53,11.83
110,Henties Bay,NA,2021-10-15 02:23:24,-22.116,14.2845,57.85,92,5,8.77
111,Severnyy,RU,2021-10-15 02:23:25,50.677,36.5532,39.24,87,0,8.95
112,Lichtenburg,ZA,2021-10-15 02:23:25,-26.152,26.1597,66.49,14,0,8.99
113,Inverell,AU,2021-10-15 02:23:26,-29.7833,151.1167,69.12,38,6,13.0
114,Kukuna,SL,2021-10-15 02:23:26,9.4,-12.6667,74.89,96,99,1.66
115,Sitka,US,2021-10-15 02:18:35,57.0531,-135.33,42.69,81,75,9.22
116,Alice Springs,AU,2021-10-15 02:20:54,-23.7,133.8833,71.15,23,0,12.66
117,Tasiilaq,GL,2021-10-15 02:23:27,65.6145,-37.6368,48.36,61,100,8.34
118,Morozovsk,RU,2021-10-15 02:23:24,48.3539,41.8261,42.87,93,96,5.86
119,Chingirlau,KZ,2021-10-15 02:23:28,51.095,54.0814,44.83,35,89,9.64
120,Saint Anthony,US,2021-10-15 02:23:28,45.0205,-93.218,50.25,76,75,0.0
121,Nurota,UZ,2021-10-15 02:23:29,40.5614,65.6886,42.89,35,0,5.12
122,Peterhead,GB,2021-10-15 02:23:29,57.5058,-1.7981,46.71,62,56,24.16
123,Athabasca,CA,2021-10-15 02:19:08,54.7169,-113.2854,40.82,45,1,5.99
124,Esperance,AU,2021-10-15 02:23:29,-33.8667,121.9,63.39,56,47,9.26
125,Georgetown,MY,2021-10-15 02:18:54,5.4112,100.3354,89.53,76,20,3.44
126,Matara,LK,2021-10-15 02:23:30,5.9485,80.5353,81.23,82,92,12.64
127,Cape Town,ZA,2021-10-15 02:22:52,-33.9258,18.4232,58.08,84,20,5.75
128,Beira,MZ,2021-10-15 02:23:30,-19.8436,34.8389,72.84,89,15,7.18
129,Mahebourg,MU,2021-10-15 02:23:31,-20.4081,57.7,71.89,78,40,6.91
130,Roma,US,2021-10-15 02:23:31,43.2128,-75.4557,65.43,91,1,5.75
131,Svetlogorsk,BY,2021-10-15 02:23:32,52.6333,29.7333,35.98,84,72,7.65
132,Bilibino,RU,2021-10-15 02:23:32,68.0546,166.4372,0.27,97,94,1.21
133,Yuanping,CN,2021-10-15 02:23:33,38.7153,112.7575,56.17,29,100,12.55
134,Torbay,CA,2021-10-15 02:23:33,47.6666,-52.7314,47.57,96,90,24.16
135,Katherine,AU,2021-10-15 02:23:34,-14.4667,132.2667,95.32,34,89,6.91
136,Uaua,BR,2021-10-15 02:23:34,-9.8414,-39.4817,75.36,72,3,18.3
137,Severodvinsk,RU,2021-10-15 02:23:35,64.5635,39.8302,39.31,94,20,8.14
138,La Ronge,CA,2021-10-15 02:23:35,55.1001,-105.2842,39.45,87,90,4.61
139,Jega,NG,2021-10-15 02:23:35,12.2175,4.3792,81.21,37,22,5.97
140,Beringovskiy,RU,2021-10-15 02:23:36,63.05,179.3167,21.18,75,22,8.9
141,Harwich,GB,2021-10-15 02:23:36,51.9419,1.2844,56.34,86,100,5.99
142,Grafton,US,2021-10-15 02:19:13,42.207,-71.6856,65.41,82,67,1.57
143,Buta,CD,2021-10-15 02:23:37,2.7858,24.73,69.39,100,100,1.19
144,Vila Velha,BR,2021-10-15 02:21:04,-20.3297,-40.2925,76.95,83,20,9.22
145,Los Llanos De Aridane,ES,2021-10-15 02:23:38,28.6585,-17.9182,65.95,68,20,10.36
146,Mbandaka,CD,2021-10-15 02:23:38,0.0487,18.2603,71.26,97,99,3.44
147,Chapais,CA,2021-10-15 02:23:39,49.7834,-74.8492,58.78,95,100,4.85
148,Namibe,AO,2021-10-15 02:23:39,-15.1961,12.1522,62.73,90,45,5.93
149,Mokhsogollokh,RU,2021-10-15 02:23:40,61.4681,128.9203,22.15,67,99,6.46
150,Reinosa,ES,2021-10-15 02:23:40,42.9996,-4.138,40.06,45,100,2.55
151,Benito Juarez,MX,2021-10-15 02:23:40,19.385,-99.165,72.0,51,40,10.0
152,Maunabo,PR,2021-10-15 02:23:41,18.0072,-65.8993,82.42,94,100,5.64
153,Celestun,MX,2021-10-15 02:23:41,20.8667,-90.4,81.66,73,100,13.15
154,Taoudenni,ML,2021-10-15 02:23:41,22.6783,-3.9836,86.7,13,32,7.11
155,Cherskiy,RU,2021-10-15 02:23:42,68.75,161.3,11.77,95,99,5.75
156,Alofi,NU,2021-10-15 02:23:42,-19.0595,-169.9187,80.49,61,20,8.05
157,Laela,TZ,2021-10-15 02:23:42,-8.5667,32.05,62.69,77,47,0.78
158,Richards Bay,ZA,2021-10-15 02:23:43,-28.783,32.0377,67.71,76,3,11.95
159,Kapaa,US,2021-10-15 02:23:43,22.0752,-159.319,87.78,74,40,4.0
160,Burnie,AU,2021-10-15 02:23:44,-41.0667,145.9167,58.91,72,84,10.45
161,Kirkwood,US,2021-10-15 02:22:22,38.5834,-90.4068,64.78,95,90,1.01
162,Pacific Grove,US,2021-10-15 02:23:07,36.6177,-121.9166,68.4,65,1,1.01
163,Iqaluit,CA,2021-10-15 02:23:44,63.7506,-68.5145,31.73,69,90,8.01
164,Sao Filipe,CV,2021-10-15 02:23:45,14.8961,-24.4956,78.12,75,72,8.39
165,Dali,CN,2021-10-15 02:23:45,25.7,100.1833,59.45,96,100,2.82
166,Zhelyabovka,UA,2021-10-15 02:23:45,45.3988,34.7578,48.96,77,100,4.97
167,Hithadhoo,MV,2021-10-15 02:23:46,-0.6,73.0833,83.44,77,93,22.59
168,Kodiak,US,2021-10-15 02:20:38,57.79,-152.4072,44.11,53,40,11.5
169,Kahului,US,2021-10-15 02:23:47,20.8947,-156.47,82.42,74,40,24.16
170,San Juan,AR,2021-10-15 02:19:43,-31.5375,-68.5364,56.19,22,0,12.48
171,Tuktoyaktuk,CA,2021-10-15 02:23:47,69.4541,-133.0374,30.2,100,90,4.61
172,Inhambane,MZ,2021-10-15 02:23:48,-23.865,35.3833,72.64,92,100,8.9
173,Kaitangata,NZ,2021-10-15 02:23:48,-46.2817,169.8464,58.1,48,15,5.37
174,Yuli,NG,2021-10-15 02:23:48,9.6989,10.2744,74.16,80,52,2.1
175,Verkh-Usugli,RU,2021-10-15 02:23:49,52.7,115.1667,20.46,58,100,10.56
176,Homer,US,2021-10-15 02:23:49,59.6425,-151.5483,40.87,83,90,0.0
177,Margate,GB,2021-10-15 02:23:50,51.3813,1.3862,56.03,81,100,3.0
178,Castro,BR,2021-10-15 02:23:50,-24.7911,-50.0119,60.39,95,7,4.34
179,Cidreira,BR,2021-10-15 02:23:51,-30.1811,-50.2056,67.32,96,79,13.35
180,Shimoda,JP,2021-10-15 02:23:52,34.6667,138.95,75.56,72,64,4.32
181,Lingao,CN,2021-10-15 02:23:52,19.9103,109.6859,81.68,84,93,15.82
182,Khatanga,RU,2021-10-15 02:23:52,71.9667,102.5,5.29,90,100,5.88
183,Mazara Del Vallo,IT,2021-10-15 02:23:53,37.6641,12.588,57.36,78,18,18.45
184,Naze,JP,2021-10-15 02:23:53,28.3667,129.4833,83.32,75,21,7.67
185,Kars,TR,2021-10-15 02:23:54,40.602,43.095,41.45,81,40,1.14
186,Saint-Philippe,RE,2021-10-15 02:23:54,-21.3585,55.7679,71.15,83,37,10.38
187,Paamiut,GL,2021-10-15 02:23:54,61.994,-49.6678,37.8,77,1,13.56
188,Sancti Spiritus,CU,2021-10-15 02:23:54,21.9297,-79.4425,73.02,93,3,5.53
189,Lapa,BR,2021-10-15 02:23:55,-25.7697,-49.7158,64.47,97,45,4.05
190,Orlik,RU,2021-10-15 02:23:55,52.5178,99.825,16.3,70,74,3.51
191,Bol,TD,2021-10-15 02:23:56,13.4586,14.7147,84.34,63,100,8.05
192,Rafai,CF,2021-10-15 02:23:56,4.95,23.9167,68.65,98,96,0.76
193,Praia Da Vitoria,PT,2021-10-15 02:23:57,38.7333,-27.0667,73.65,94,40,7.29
194,Atikokan,CA,2021-10-15 02:23:57,48.7555,-91.6216,45.57,83,100,10.65
195,Mahajanga,MG,2021-10-15 02:23:58,-15.7167,46.3167,75.22,69,20,6.91
196,Arlit,NE,2021-10-15 02:23:58,18.7369,7.3853,83.23,16,2,7.92
197,Coihaique,CL,2021-10-15 02:20:02,-45.5752,-72.0662,40.95,70,75,4.61
198,Abha,SA,2021-10-15 02:22:14,18.2164,42.5053,57.02,24,0,0.0
199,Batticaloa,LK,2021-10-15 02:23:59,7.7102,81.6924,82.35,74,100,2.77
200,Araouane,ML,2021-10-15 02:23:59,18.9048,-3.5265,81.48,10,8,11.1
201,Superior,US,2021-10-15 02:24:00,46.7208,-92.1041,50.7,69,90,10.36
202,Souillac,MU,2021-10-15 02:24:00,-20.5167,57.5167,71.98,78,40,6.91
203,Mayo,US,2021-10-15 02:24:00,38.8876,-76.5119,68.41,94,1,0.0
204,Sola,VU,2021-10-15 02:20:00,-13.8833,167.55,84.87,84,40,8.05
205,Sehithwa,BW,2021-10-15 02:24:01,-20.4667,22.7167,68.13,13,0,5.1
206,Ziway,ET,2021-10-15 02:24:02,7.9333,38.7167,62.69,59,18,5.95
207,Port Hardy,CA,2021-10-15 02:24:02,50.6996,-127.4199,50.0,93,90,6.91
208,Victoria Point,AU,2021-10-15 02:24:24,-27.5833,153.3,86.49,54,27,4.0
209,Wahiawa,US,2021-10-15 02:20:19,21.5028,-158.0236,80.92,72,90,5.75
210,Palu,ID,2021-10-15 02:24:24,-0.8917,119.8707,91.49,57,72,1.34
211,Simcoe,CA,2021-10-15 02:24:25,42.8334,-80.2997,68.14,91,97,8.3
212,Katsuura,JP,2021-10-15 02:24:25,35.1333,140.3,73.51,63,1,4.5
213,Clyde River,CA,2021-10-15 02:24:25,70.4692,-68.5914,23.16,71,15,9.13
214,Buraydah,SA,2021-10-15 02:21:53,26.326,43.975,72.05,20,0,5.93
215,Tiksi,RU,2021-10-15 02:24:26,71.6872,128.8694,11.21,91,99,6.76
216,Da Lat,VN,2021-10-15 02:24:26,11.9465,108.4419,69.06,80,88,3.69
217,Yerbogachen,RU,2021-10-15 02:24:27,61.2767,108.0108,21.33,61,98,8.19
218,Coahuayana,MX,2021-10-15 02:24:27,18.7333,-103.6833,81.88,88,14,0.85
219,Punta Cardon,VE,2021-10-15 02:24:28,11.6581,-70.215,83.86,78,100,16.35
220,Aksu,CN,2021-10-15 02:24:28,41.1231,80.2644,47.44,31,0,2.71
221,Lagos,NG,2021-10-15 02:24:04,6.5833,3.75,77.32,93,25,2.59
222,Loa Janan,ID,2021-10-15 02:24:29,-0.583,117.095,90.45,60,69,1.88
223,Thinadhoo,MV,2021-10-15 02:24:29,0.5333,72.9333,83.71,76,87,21.47
224,Lorengau,PG,2021-10-15 02:24:29,-2.0226,147.2712,85.48,71,33,8.55
225,Changqing,CN,2021-10-15 02:24:29,36.5575,116.7272,61.41,76,100,3.62
226,Tynda,RU,2021-10-15 02:24:30,55.1667,124.7167,23.0,45,24,13.8
227,Hasaki,JP,2021-10-15 02:24:30,35.7333,140.8333,77.29,61,0,3.44
228,Vagamo,NO,2021-10-15 02:24:30,61.8751,9.0967,39.04,83,100,14.5
229,Palora,EC,2021-10-15 02:24:31,-1.7,-77.9333,67.21,97,70,3.38
230,Meulaboh,ID,2021-10-15 02:24:31,4.1363,96.1285,81.27,74,43,3.13
231,Puri,IN,2021-10-15 02:24:32,19.8,85.85,83.37,90,100,13.62
232,Tornio,FI,2021-10-15 02:24:32,65.8481,24.1466,44.62,93,100,25.1
233,Deder,ET,2021-10-15 02:24:32,9.3167,41.45,55.83,35,32,3.22
234,Lata,PT,2021-10-15 02:24:33,40.1629,-8.3327,60.82,61,59,1.92
235,Port Elizabeth,ZA,2021-10-15 02:24:33,-33.918,25.5701,61.09,82,75,8.05
236,Monza,IT,2021-10-15 02:24:33,45.5825,9.2749,50.47,80,0,1.14
237,Poronaysk,RU,2021-10-15 02:24:34,49.2167,143.1167,45.79,58,44,21.81
238,Harper,LR,2021-10-15 02:24:34,4.375,-7.7169,77.59,90,44,7.0
239,Visnes,NO,2021-10-15 02:24:35,59.3556,5.2242,51.57,76,20,29.93
240,Robertsport,LR,2021-10-15 02:24:35,6.7533,-11.3686,77.31,89,100,8.05
241,Touros,BR,2021-10-15 02:20:11,-5.1989,-35.4608,76.1,82,24,14.67
242,Anamur,TR,2021-10-15 02:24:36,36.0751,32.8369,60.82,48,0,5.17
243,Cimarron Hills,US,2021-10-15 02:22:01,38.8586,-104.6989,42.64,81,90,6.91
244,Provideniya,RU,2021-10-15 02:24:36,64.3833,-173.3,32.11,59,75,13.42
245,Nanchong,CN,2021-10-15 02:24:37,30.7951,106.0847,58.86,85,100,8.97
246,Luganville,VU,2021-10-15 02:24:37,-15.5333,167.1667,81.81,79,76,6.51
247,Pitimbu,BR,2021-10-15 02:24:37,-7.4706,-34.8086,77.59,82,5,13.49
248,Lerwick,GB,2021-10-15 02:24:37,60.1545,-1.1494,42.8,65,100,23.87
249,Pendleton,US,2021-10-15 02:24:38,45.6721,-118.7886,57.92,59,1,12.66
250,Shenjiamen,CN,2021-10-15 02:24:38,29.9576,122.298,77.4,83,89,4.83
251,Owase,JP,2021-10-15 02:24:38,34.0667,136.2,76.08,64,6,4.0
252,Aklavik,CA,2021-10-15 02:24:39,68.2191,-135.0107,29.23,93,79,4.34
253,Beidao,CN,2021-10-15 02:24:39,34.5686,105.8933,46.11,88,100,3.76
254,Kirakira,SB,2021-10-15 02:24:40,-10.4544,161.9205,83.21,78,59,5.21
255,Santiago Del Estero,AR,2021-10-15 02:21:33,-27.7951,-64.2615,57.81,64,45,24.74
256,Anito,PH,2021-10-15 02:21:46,12.4497,125.2886,81.86,83,18,3.02
257,Aswan,EG,2021-10-15 02:21:46,24.0934,32.907,83.84,29,2,9.84
258,Constitucion,CL,2021-10-15 02:24:41,-35.3333,-72.4167,46.26,78,0,11.32
259,Filadelfia,US,2021-10-15 02:23:39,39.9523,-75.1638,67.1,88,40,0.0
260,Nampula,MZ,2021-10-15 02:20:28,-15.1165,39.2666,69.75,88,0,8.05
261,Albina,SR,2021-10-15 02:24:41,5.5,-54.05,73.4,98,25,3.11
262,Vao,NC,2021-10-15 02:24:41,-22.6667,167.4833,69.58,75,54,14.43
263,Tuatapere,NZ,2021-10-15 02:24:42,-46.1333,167.6833,53.51,62,60,10.18
264,San Cristobal,VE,2021-10-15 02:24:42,7.7669,-72.225,73.58,91,100,1.21
265,Moose Factory,CA,2021-10-15 02:24:42,51.2585,-80.6094,62.6,94,1,6.91
266,Dingle,PH,2021-10-15 02:24:43,10.9995,122.6711,82.18,82,96,4.07
267,Bani Walid,LY,2021-10-15 02:24:43,31.7566,13.9942,62.91,50,3,13.58
268,Juneau,US,2021-10-15 02:24:43,58.3019,-134.4197,42.8,95,75,5.75
269,Dombarovskiy,RU,2021-10-15 02:24:44,50.7587,59.5386,40.84,71,34,8.7
270,Hualmay,PE,2021-10-15 02:24:44,-11.0964,-77.6139,62.69,86,100,8.3
271,Sisimiut,GL,2021-10-15 02:24:44,66.9395,-53.6735,36.27,98,100,4.12
272,Tabuk,PH,2021-10-15 02:24:45,17.4189,121.4443,81.54,82,72,1.01
273,Whitianga,NZ,2021-10-15 02:24:45,-36.8333,175.7,63.72,44,1,7.85
274,Fortuna,US,2021-10-15 02:24:46,40.5982,-124.1573,58.48,88,1,1.01
275,Sterling,US,2021-10-15 02:24:40,39.0062,-77.4286,67.69,87,20,0.0
276,Ende,ID,2021-10-15 02:24:46,-8.8432,121.6623,83.8,70,100,0.34
277,Codrington,AU,2021-10-15 02:24:47,-38.2667,141.9667,53.94,85,100,21.47
278,Nanortalik,GL,2021-10-15 02:24:47,60.1432,-45.2371,40.33,59,64,4.79
279,Tongchuan,CN,2021-10-15 02:24:47,35.0806,109.0897,50.2,67,100,5.7
280,Hokitika,NZ,2021-10-15 02:24:48,-42.7167,170.9667,54.36,64,37,7.65
281,Andilamena,MG,2021-10-15 02:24:48,-17.0167,48.5833,62.74,86,100,6.62
282,Emba,KZ,2021-10-15 02:24:48,48.8264,58.1442,43.41,42,37,7.94
283,Svetlaya,RU,2021-10-15 02:24:49,46.5389,138.3297,48.47,47,16,8.14
284,Mushie,CD,2021-10-15 02:24:49,-3.0167,16.9,71.28,95,97,3.27
285,Barsovo,RU,2021-10-15 02:24:49,61.1667,73.1667,41.13,90,88,11.68
286,Mishelevka,RU,2021-10-15 02:24:50,52.8575,103.1719,25.92,50,0,2.89
287,Saldanha,ZA,2021-10-15 02:24:50,-33.0117,17.9442,55.45,77,100,10.22
288,Puerto Leguizamo,CO,2021-10-15 02:24:50,-0.1934,-74.7819,80.91,72,98,2.68
289,Half Moon Bay,US,2021-10-15 02:24:51,37.4636,-122.4286,67.91,53,20,14.97
290,Sorland,NO,2021-10-15 02:24:51,67.667,12.6934,44.2,65,87,22.35
291,Antofagasta,CL,2021-10-15 02:24:52,-23.65,-70.4,58.28,81,45,4.94
292,Peniche,PT,2021-10-15 02:24:52,39.3558,-9.3811,67.62,71,100,4.52
293,Yar-Sale,RU,2021-10-15 02:24:52,66.8333,70.8333,37.65,90,98,7.85
294,Karpathos,GR,2021-10-15 02:24:53,35.507,27.2132,73.36,88,99,18.41
295,Cognac,FR,2021-10-15 02:24:53,45.5,-0.25,48.04,93,0,2.3
296,Noumea,NC,2021-10-15 02:24:53,-22.2763,166.4572,80.58,67,62,14.56
